OBJECTID,ROADWAY,ROAD_SIDE,LNCD,DESCR,BEGIN_POST,END_POST,Shape_Leng
2946,93270000,L,1,DESIGNATED,0,0.148,237.3587
2947,93210000,R,1,DESIGNATED,6.4,24.285,28741.0863
2948,93210000,R,1,DESIGNATED,6.145,6.4,409.8243
2949,93000231,R,1,DESIGNATED,0,1.047,1685.3848
2950,93000231,L,1,DESIGNATED,0,1.047,1685.3848
2951,93000188,L,1,DESIGNATED,1.122,1.71,949.2663
2952,93000176,R,1,DESIGNATED,0,1.721,2775.6582
2953,93000167,R,1,DESIGNATED,0,0.213,339.4625
2954,93060000,R,1,DESIGNATED,0.619,1.129,822.0917
2955,93060000,L,1,DESIGNATED,8.176,8.417,388.4347
2956,93060000,L,1,DESIGNATED,3.716,4.888,1889.0076
2957,93060000,L,1,DESIGNATED,3.228,3.538,499.6585
2958,93180000,L,1,DESIGNATED,4.115,5.651,2476.6035
2959,90060000,R,1,DESIGNATED,29.62,29.705,136.8077
2960,90060000,R,1,DESIGNATED,25.778,26.22,711.357
2961,90060000,R,1,DESIGNATED,19.298,23.23,6328.1401
2962,90060000,R,1,DESIGNATED,16.415,17.105,1110.4866
2963,93210000,R,1,DESIGNATED,0.02,6.145,9842.7683
2964,93210000,L,1,DESIGNATED,13.52,24.285,17299.2187
2965,93210000,L,1,DESIGNATED,13.38,13.52,224.9887
2966,93210000,L,1,DESIGNATED,0,13.38,21501.6292
2967,93200000,R,1,DESIGNATED,9.235,9.843,979.681
2968,93000167,L,1,DESIGNATED,0,0.213,339.4625
2971,93060000,L,1,DESIGNATED,2.8,2.981,291.687
2972,93060000,L,1,DESIGNATED,2.287,2.415,206.3158
2973,90060000,R,1,DESIGNATED,11.949,13.089,1834.5799
2974,90060000,L,1,DESIGNATED,19.298,22.623,5351.1692
2975,90060000,L,1,DESIGNATED,16.402,17.107,1134.6212
2976,90060000,L,1,DESIGNATED,12.317,13.089,1242.3781
2977,93200000,R,1,DESIGNATED,3.6,4.473,1406.6625
2978,93200000,R,1,DESIGNATED,0.115,1.93,2924.5625
2979,93200000,L,1,DESIGNATED,9.235,9.843,979.681
2980,93200000,L,1,DESIGNATED,3.6,4.473,1406.6625
2981,93200000,L,1,DESIGNATED,0,2.171,3498.1583
2983,93000012,R,1,DESIGNATED,1.274,1.33,90.039
2984,93000012,R,1,DESIGNATED,0.176,0.471,473.8135
2985,93000012,L,1,DESIGNATED,1.274,1.385,178.2785
2986,94030000,R,1,DESIGNATED,21.058,21.258,376.3964
2987,93060000,L,1,DESIGNATED,1.366,2.162,1282.9578
2988,93060000,L,1,DESIGNATED,0.619,1.129,822.0917
2989,93060000,C,1,DESIGNATED,8.417,10.349,3113.9496
2990,93060000,C,1,DESIGNATED,3.538,3.716,286.879
2991,90060000,L,1,DESIGNATED,12.216,12.257,65.9717
2992,90060000,L,1,DESIGNATED,11.949,12.072,197.9196
2993,90050000,R,1,DESIGNATED,7.73,14.126,10249.4876
2994,90050000,R,1,DESIGNATED,3.333,7.646,6911.5335
2995,90050000,R,1,DESIGNATED,1.382,3.239,2976.4464
2996,94010000,R,1,DESIGNATED,0,8.355,13421.2417
2997,94010000,L,1,DESIGNATED,15.096,20.886,9301.2387
2998,93190000,R,1,DESIGNATED,13.78,17.057,5273.7893
2999,93190000,L,1,DESIGNATED,13.78,17.057,5273.7893
3000,93190000,C,1,DESIGNATED,17.057,17.073,25.751
3001,93000012,L,1,DESIGNATED,0.609,0.726,187.9544
3002,93000012,L,1,DESIGNATED,0.061,0.538,766.2068
3003,93000010,R,1,DESIGNATED,2.417,2.527,174.0437
3004,93000010,L,1,DESIGNATED,2.417,2.527,174.0437
3005,93000009,L,1,DESIGNATED,0.444,1.123,1101.3001
3006,93060000,C,1,DESIGNATED,2.981,3.228,398.1278
3007,93060000,C,1,DESIGNATED,2.415,2.8,620.5457
3008,93060000,C,1,DESIGNATED,2.162,2.287,201.4835
3009,93060000,C,1,DESIGNATED,1.337,1.366,46.7315
3010,90050000,R,1,DESIGNATED,0.148,1.234,1740.8065
3011,90050000,L,1,DESIGNATED,6.218,14.126,12674.3842
3012,90050000,L,1,DESIGNATED,0,6.125,9815.2731
3013,90040000,R,1,DESIGNATED,6.432,9.509,4966.0769
3014,90040000,L,1,DESIGNATED,5.973,9.509,5706.8749
3015,94010000,L,1,DESIGNATED,10.752,11.462,1140.6059
3016,93180001,L,1,DESIGNATED,0.704,1.142,703.3856
3017,93180001,L,1,DESIGNATED,0.395,0.64,393.588
3018,93180001,L,1,DESIGNATED,0,0.339,542.9539
3019,92652000,R,1,DESIGNATED,0.288,1.654,2201.5157
3020,92652000,L,1,DESIGNATED,0.288,1.616,2140.2935
3021,92550004,R,1,DESIGNATED,0,0.189,302.9434
3022,93060000,C,1,DESIGNATED,0,0.619,997.6641
3023,93040000,R,1,DESIGNATED,9.5,10.04,867.9925
3024,93040000,R,1,DESIGNATED,9.465,9.5,56.2534
3025,93180000,L,1,DESIGNATED,2.098,4.058,3160.2137
3026,90040000,L,1,DESIGNATED,5.633,5.753,193.5607
3027,90040000,L,1,DESIGNATED,5.453,5.568,185.7725
3028,90040000,L,1,DESIGNATED,1.878,2.346,755.2999
3029,93030000,L,1,DESIGNATED,0.788,1.918,1821.4589
3030,90020000,L,1,DESIGNATED,22.912,25.022,3389.7996
3031,90020000,L,1,DESIGNATED,19.956,20.448,790.4117
3032,90020000,L,1,DESIGNATED,10.715,14.818,6591.5884
3033,90020000,L,1,DESIGNATED,6.368,9.956,5764.2618
3034,90000556,L,1,DESIGNATED,0.063,0.51,728.932
3035,94009000,R,1,DESIGNATED,0.445,0.521,122.7223
3036,94006000,R,1,DESIGNATED,0,0.587,967.9801
3037,93180000,L,1,DESIGNATED,9.83,10.313,778.8043
3038,93180000,L,1,DESIGNATED,8.296,8.649,569.1094
3039,92010000,R,1,DESIGNATED,5.87,5.94,112.6854
3040,92010000,L,1,DESIGNATED,9.223,9.303,128.8003
3041,92000119,R,1,DESIGNATED,0.938,0.979,66.036
3042,92000119,R,1,DESIGNATED,0.125,0.794,1077.4367
3043,93030000,L,1,DESIGNATED,0.771,0.788,27.4009
3044,93030000,L,1,DESIGNATED,0.021,0.126,169.31
3045,93020500,R,1,DESIGNATED,0.056,0.571,830.7983
3046,93020500,L,1,DESIGNATED,0.059,0.571,825.9904
3047,93180000,L,1,DESIGNATED,1.885,1.965,129.0345
3048,93180000,L,1,DESIGNATED,7.646,8.037,630.4175
3049,90000548,R,1,DESIGNATED,0.449,0.551,164.299
1,11110000,L,1,DESIGNATED,16.814,16.846,51.484
2,11503500,L,1,DESIGNATED,3.681,3.786,197.727
3,12000256,R,1,DESIGNATED,0,0.867,1399.1369
4,12010000,R,1,DESIGNATED,29.041,33.341,6936.8827
5,12011000,R,1,DESIGNATED,8.13,8.9,1239.4977
6,70100000,R,1,DESIGNATED,4.721,7.745,4868.2639
7,70110000,L,1,DESIGNATED,8.075,8.346,436.99
8,71060000,L,1,DESIGNATED,0,2.618,4217.8249
9,71130000,L,1,DESIGNATED,0.227,2.781,4117.7954
10,72012000,R,1,DESIGNATED,3.351,3.814,744.9412
11,10040000,R,1,DESIGNATED,1.906,2.033,204.3401
12,10060000,L,1,DESIGNATED,0,8.875,14270.8086
13,10060000,L,1,DESIGNATED,16.957,17.042,136.6636
14,10524000,R,1,DESIGNATED,0.691,0.78,143.0638
15,10524000,R,1,DESIGNATED,1.671,1.811,225.2149
16,11000098,L,1,DESIGNATED,0.517,0.653,98.371
17,11000111,L,1,DESIGNATED,1.522,1.565,69.3726
18,11000111,L,1,DESIGNATED,2.286,2.35,103.2191
19,11040000,L,1,DESIGNATED,7.652,7.717,104.6522
20,11040000,L,1,DESIGNATED,8.425,8.574,240.143
21,03001005,C,1,DESIGNATED,0,0.126,201.0163
22,03030000,L,1,DESIGNATED,8.923,9.048,201.3824
24,10000020,L,1,DESIGNATED,3.296,3.715,672.1134
25,10000020,R,1,DESIGNATED,1.715,1.905,304.7861
26,10000087,L,1,DESIGNATED,3.076,3.672,959.1157
28,48004000,L,1,DESIGNATED,0.359,0.649,468.6997
29,48004000,L,1,DESIGNATED,5.461,5.816,573.8454
30,48030000,L,1,DESIGNATED,2.181,2.271,145.4034
31,48030000,R,1,DESIGNATED,2.185,2.27,137.3257
32,48080060,R,1,DESIGNATED,1.895,2.37,769.6112
33,48116000,L,1,DESIGNATED,0,1.085,1744.2121
34,15000218,L,1,DESIGNATED,0,0.252,405.4567
35,15000219,C,1,DESIGNATED,0.222,0.507,458.5968
36,46522500,R,1,DESIGNATED,0.87,1.802,1501.5615
37,46560006,R,1,DESIGNATED,0,1.047,1687.2284
38,10060000,R,1,DESIGNATED,16.658,16.711,85.2559
39,10060000,R,1,DESIGNATED,17.221,17.453,373.0518
40,13000094,R,1,DESIGNATED,0,3.194,5127.6778
41,13160000,R,1,DESIGNATED,1.001,7.448,10382.6908
42,14000160,L,1,DESIGNATED,0.239,0.436,316.9912
43,14572000,R,1,DESIGNATED,0,1.774,2850.2546
44,15000146,C,1,DESIGNATED,0,0.251,402.9661
45,10000601,L,1,DESIGNATED,0.1,0.758,1054.8026
46,10000603,L,1,DESIGNATED,0,0.301,483.7435
47,10000603,R,1,DESIGNATED,1.815,1.942,204.0497
48,10000611,C,1,DESIGNATED,0.567,0.757,306.0279
49,10000611,C,1,DESIGNATED,1.427,1.589,260.8443
50,10000645,L,1,DESIGNATED,6.164,6.714,881.6639
51,72080000,L,1,DESIGNATED,8.448,10.285,2960.0864
52,86080500,C,1,DESIGNATED,5.706,12.434,10827.3462
53,10030000,R,1,DESIGNATED,3.624,3.915,468.0758
54,10040000,L,1,DESIGNATED,2.765,3.036,435.8951
55,10040000,R,1,DESIGNATED,0.216,0.749,857.4628
56,10110000,L,1,DESIGNATED,10.021,11.458,2314.472
57,10110000,R,1,DESIGNATED,16.356,23.74,11893.0008
58,10160000,R,1,DESIGNATED,9.162,12.767,5800.2986
59,10250000,R,1,DESIGNATED,0,3.189,5131.4475
60,48523000,R,1,DESIGNATED,1.696,1.954,415.5766
61,48530500,R,1,DESIGNATED,0.608,2.698,3370.7966
62,55000012,L,1,DESIGNATED,0,0.107,171.7904
63,55000012,L,1,DESIGNATED,1.002,1.128,201.8648
64,03000038,R,1,DESIGNATED,0,0.135,217.9158
65,03000056,R,1,DESIGNATED,0,5.186,8346.8486
66,12000217,C,1,DESIGNATED,1.055,1.156,162.5853
67,12000225,L,1,DESIGNATED,0,0.905,1459.7989
68,12000592,L,1,DESIGNATED,0,1.667,2680.6244
69,12010000,L,1,DESIGNATED,26.761,26.826,104.8379
71,71000015,R,1,DESIGNATED,0.756,2.164,2271.8949
72,72000121,R,1,DESIGNATED,0.399,1.26,1385.5697
73,72005000,R,1,DESIGNATED,0.539,0.584,72.7769
74,10060000,L,1,DESIGNATED,12.599,12.806,332.9249
75,10060000,L,1,DESIGNATED,16.31,16.413,165.6145
76,03080000,L,1,DESIGNATED,39.3,39.905,973.4104
77,03516000,L,1,DESIGNATED,0,0.756,1201.5519
78,10690000,R,1,DESIGNATED,6.359,6.498,223.919
79,10690000,R,1,DESIGNATED,7.901,8.135,376.9163
80,11000102,L,1,DESIGNATED,0.589,0.698,175.9906
81,11000102,R,1,DESIGNATED,0.635,0.814,288.9377
82,11000123,R,1,DESIGNATED,0.362,0.865,809.2197
83,11040000,R,1,DESIGNATED,8.701,8.783,132.092
84,03000524,C,1,DESIGNATED,0.401,1.417,989.974
85,03001000,L,1,DESIGNATED,1.005,2.852,2985.9151
87,08040000,R,1,DESIGNATED,9.872,11.315,2320.2802
88,10000086,C,1,DESIGNATED,0.673,0.902,371.3469
89,10000086,R,1,DESIGNATED,0.902,1.048,236.8279
90,10000107,R,1,DESIGNATED,1.366,1.421,88.521
91,10000158,R,1,DESIGNATED,0,1.008,1622.5453
92,48012000,L,1,DESIGNATED,4.223,4.686,748.0413
93,48013002,L,1,DESIGNATED,1.967,2.11,231.2234
94,48070000,R,1,DESIGNATED,2.488,2.815,529.2579
95,48080060,L,1,DESIGNATED,1.178,1.227,79.3637
96,15000218,C,1,DESIGNATED,0.756,0.881,201.1358
97,46522500,L,1,DESIGNATED,1.705,1.87,256.5776
98,46522500,R,1,DESIGNATED,0.594,0.608,22.6619
99,48000117,L,1,DESIGNATED,0.785,1.348,905.1803
100,48004000,C,1,DESIGNATED,0,0.359,580.2883
101,10060000,L,1,DESIGNATED,27.54,27.567,43.4475
102,10060000,R,1,DESIGNATED,9.184,9.494,498.4032
103,13080000,L,1,DESIGNATED,6.432,6.582,242.3581
104,13121000,L,1,DESIGNATED,0,0.253,407.8909
105,14570002,R,1,DESIGNATED,0,1.66,2655.8665
106,14570200,L,1,DESIGNATED,0,0.077,123.1151
107,10000186,R,1,DESIGNATED,1.089,2.288,1925.3833
108,10000603,L,1,DESIGNATED,3.118,3.213,152.6605
109,10000603,R,1,DESIGNATED,0,0.301,483.7435
110,10000611,C,1,DESIGNATED,0.095,0.127,51.5318
111,10000611,L,1,DESIGNATED,2.414,2.508,151.3903
112,10000611,R,1,DESIGNATED,2.237,2.414,285.4951
113,10030000,L,1,DESIGNATED,21.852,22.109,413.4353
114,72030000,L,1,DESIGNATED,6.973,7.013,64.3564
115,72050000,L,1,DESIGNATED,11.089,12.7,2598.0445
116,10040000,L,1,DESIGNATED,1.149,1.659,820.3935
117,10070000,R,1,DESIGNATED,2.929,3.025,154.6249
118,10090000,R,1,DESIGNATED,7.886,9.036,1843.9081
119,10524000,L,1,DESIGNATED,0.389,0.561,276.5768
120,10524000,L,1,DESIGNATED,1.414,1.624,337.666
121,48190000,R,1,DESIGNATED,4.01,4.294,458.7983
122,48280000,L,1,DESIGNATED,3.357,3.517,257.2618
123,51010000,R,1,DESIGNATED,2.407,2.688,473.5323
124,53040000,R,1,DESIGNATED,8.166,8.528,583.3166
125,70010000,L,1,DESIGNATED,5.71,8.802,4975.0352
126,01050000,L,1,DESIGNATED,2.237,4.634,3860.6951
127,01060000,R,1,DESIGNATED,9.385,10.385,1611.15
128,02050000,R,1,DESIGNATED,15.817,16.668,1370.0245
129,03000025,L,1,DESIGNATED,0,2.049,3296.64
130,12000092,R,1,DESIGNATED,0.476,3.191,4356.6232
131,12000205,L,1,DESIGNATED,0.191,0.357,267.6534
132,12000535,L,1,DESIGNATED,0,1.301,2095.3934
133,12000574,R,1,DESIGNATED,0.491,1.227,1186.7245
134,13000082,L,1,DESIGNATED,2.035,2.536,806.6502
135,70110000,R,1,DESIGNATED,8.027,8.465,706.2798
137,72000036,R,1,DESIGNATED,0.566,1.076,821.8446
138,72000083,L,1,DESIGNATED,0,2.424,3908.737
139,10060000,L,1,DESIGNATED,10.984,11.11,202.6419
140,10060000,L,1,DESIGNATED,11.807,12.081,440.5862
141,03060000,C,1,DESIGNATED,0,0.874,1405.9486
142,03060000,L,1,DESIGNATED,3.583,3.847,424.8032
143,10690000,L,1,DESIGNATED,7.901,8.135,376.9163
144,10690000,R,1,DESIGNATED,4,4.312,502.5157
145,11000098,R,1,DESIGNATED,0.382,0.49,78.1229
146,11000099,R,1,DESIGNATED,0.218,0.286,109.6866
147,11000114,R,1,DESIGNATED,0,0.656,1055.3749
148,11040000,R,1,DESIGNATED,6.91,7.027,188.6594
149,11040000,R,1,DESIGNATED,7.807,7.959,245.0425
150,03521000,L,1,DESIGNATED,4.004,11.452,11985.7587
151,04020000,R,1,DESIGNATED,7.361,8.882,2446.7582
152,09030000,R,1,DESIGNATED,15.288,18.041,4428.9945
153,10000020,L,1,DESIGNATED,2.796,2.966,272.9833
154,10000020,R,1,DESIGNATED,4.245,4.377,211.7021
155,10000105,C,1,DESIGNATED,0.324,0.444,192.6321
156,10000107,L,1,DESIGNATED,1.421,2.078,1057.1513
157,48008000,L,1,DESIGNATED,0,0.582,939.6381
158,48009000,C,1,DESIGNATED,1.846,1.951,170.0934
159,48050000,R,1,DESIGNATED,17.363,18.808,2347.0245
160,48060000,R,1,DESIGNATED,0,2.885,4663.0424
161,15000317,C,1,DESIGNATED,0,0.212,340.1523
162,15000318,L,1,DESIGNATED,0,0.056,90.162
163,46658000,L,1,DESIGNATED,0,0.355,571.087
164,48000017,L,1,DESIGNATED,2.292,2.397,167.8936
165,10060000,L,1,DESIGNATED,17.453,17.645,308.7741
166,10060000,L,1,DESIGNATED,23.378,23.407,46.6318
167,10070000,L,1,DESIGNATED,0,1.117,1799.0756
168,13020000,L,1,DESIGNATED,6.441,10.458,6477.3389
169,13050000,L,1,DESIGNATED,7.389,9.315,3097.6888
170,14090000,L,1,DESIGNATED,9.312,12.057,4416.841
171,14570000,L,1,DESIGNATED,0,3.11,5015.3732
172,10000603,L,1,DESIGNATED,1.737,1.815,125.3889
173,10000605,L,1,DESIGNATED,0.505,0.676,274.7222
174,10000605,R,1,DESIGNATED,0.505,0.676,274.7222
175,10000611,C,1,DESIGNATED,2.146,2.173,43.5128
176,10020101,C,1,DESIGNATED,2.326,2.404,125.6344
177,10030000,L,1,DESIGNATED,3.522,3.624,164.0253
178,72028000,L,1,DESIGNATED,3.965,6.417,3945.8498
179,72030000,L,1,DESIGNATED,4.117,4.189,115.9204
180,10030102,R,1,DESIGNATED,0.145,0.664,835.5875
181,10040000,L,1,DESIGNATED,0.216,0.749,857.4628
182,10070000,L,1,DESIGNATED,2.929,3.025,154.6249
183,10150000,L,1,DESIGNATED,8.412,11.698,5285.5165
184,10160000,L,1,DESIGNATED,0.407,2.046,2637.088
185,10290000,L,1,DESIGNATED,6.764,7.829,1713.1575
186,10290000,R,1,DESIGNATED,6.764,7.829,1713.1575
187,48732500,L,1,DESIGNATED,0,1.467,2363.9209
188,48733000,L,1,DESIGNATED,0,0.104,168.9678
189,55000012,R,1,DESIGNATED,1.002,1.128,201.8648
190,70004000,R,1,DESIGNATED,1.848,2.212,586.8737
191,01000092,R,1,DESIGNATED,0,1.143,1839.7332
192,11503500,L,1,DESIGNATED,3.474,3.681,309.3498
193,11517000,L,1,DESIGNATED,0.315,0.405,144.5881
194,12011000,R,1,DESIGNATED,7.58,7.815,378.2947
195,12540000,L,1,DESIGNATED,0.333,1.488,1857.18
196,70110000,L,1,DESIGNATED,8.027,8.075,77.3989
197,70110000,R,1,DESIGNATED,6.97,7.036,106.4194
198,71120000,C,1,DESIGNATED,12.225,12.5,442.6807
199,71293100,R,1,DESIGNATED,0,2.94,4730.7301
200,10060000,C,1,DESIGNATED,26.954,27.333,609.4562
201,10060000,L,1,DESIGNATED,9.184,9.494,498.4032
202,10524000,R,1,DESIGNATED,1.624,1.671,75.5789
203,10690000,L,1,DESIGNATED,1.915,2.081,267.3953
204,11000111,L,1,DESIGNATED,2.132,2.286,248.6558
205,11000111,R,1,DESIGNATED,1.731,1.997,429.3111
206,11040000,L,1,DESIGNATED,8.321,8.425,167.5918
207,11040000,L,1,DESIGNATED,8.739,8.868,207.8442
208,03010000,R,1,DESIGNATED,12.803,13.807,1614.8196
210,09030000,L,1,DESIGNATED,6.893,11.548,7494.3633
211,10000020,R,1,DESIGNATED,1.534,1.715,290.2775
212,10000020,R,1,DESIGNATED,2.966,3.16,310.8028
213,10000087,R,1,DESIGNATED,3.076,3.672,959.1157
214,48004000,L,1,DESIGNATED,3.912,4.022,177.779
215,48004000,R,1,DESIGNATED,2.585,3.228,1039.3149
216,48030000,L,1,DESIGNATED,4.766,5.376,985.7468
217,48040000,L,1,DESIGNATED,1.129,4.813,5953.9056
218,48110000,R,1,DESIGNATED,8.109,10.669,4137.0992
219,15000219,C,1,DESIGNATED,0,0.222,357.3007
220,15000308,C,1,DESIGNATED,3.076,4.019,1517.1044
221,46560006,L,1,DESIGNATED,0,1.047,1687.2284
222,46640000,R,1,DESIGNATED,0,0.106,170.8762
223,10060000,R,1,DESIGNATED,17.042,17.221,287.79
224,10060000,R,1,DESIGNATED,26.442,26.565,197.832
225,13000094,L,1,DESIGNATED,0,3.194,5127.6778
226,13000154,R,1,DESIGNATED,1.415,3.112,2727.3692
227,14000145,C,1,DESIGNATED,0,1.693,2724.5547
228,14030000,L,1,DESIGNATED,8.283,11.486,5152.6425
229,15000142,R,1,DESIGNATED,0.044,1.152,1783.9047
230,15000218,C,1,DESIGNATED,0.252,0.503,403.9059
231,10000601,R,1,DESIGNATED,0.758,1.061,485.7662
232,10000603,R,1,DESIGNATED,3.294,3.405,178.3884
233,10000611,C,1,DESIGNATED,1.363,1.427,103.048
234,10000611,C,1,DESIGNATED,1.863,1.976,181.9554
235,10010000,R,1,DESIGNATED,24.816,26.253,2312.5889
236,86065000,R,1,DESIGNATED,7.612,12.01,7067.4883
237,10030000,R,1,DESIGNATED,3.522,3.624,164.0253
238,10030000,R,1,DESIGNATED,21.852,22.109,413.4353
239,10040000,R,1,DESIGNATED,0.11,0.216,170.793
240,10040000,R,1,DESIGNATED,1.149,1.659,820.3935
241,10110000,R,1,DESIGNATED,9.946,11.345,2253.3454
242,10130000,R,1,DESIGNATED,8.521,11.896,5438.6636
244,10250101,C,1,DESIGNATED,0.013,0.08,108.0421
245,48530500,L,1,DESIGNATED,0.608,2.737,3433.7859
246,48620000,R,1,DESIGNATED,0,0.192,310.9607
247,55000012,L,1,DESIGNATED,0.966,1.002,57.6852
248,55000012,R,1,DESIGNATED,0,0.107,171.7904
249,03000056,L,1,DESIGNATED,0,5.186,8346.8486
250,11070000,R,1,DESIGNATED,13.904,18.679,7702.5033
251,12000217,R,1,DESIGNATED,1.156,1.24,135.2137
252,12000256,L,1,DESIGNATED,0.078,0.926,1368.4798
253,12010000,L,1,DESIGNATED,12.402,16.797,7090.0682
254,12010000,R,1,DESIGNATED,12.771,16.911,6678.6886
255,70100000,L,1,DESIGNATED,4.719,7.634,4692.768
256,71000015,L,1,DESIGNATED,0.505,2.164,2676.8689
257,71020000,R,1,DESIGNATED,11.799,12.193,633.3249
258,72005000,L,1,DESIGNATED,0.539,0.584,72.7769
259,72012000,L,1,DESIGNATED,3.351,3.814,744.9412
260,10040000,R,1,DESIGNATED,1.784,1.906,196.2944
261,10060000,L,1,DESIGNATED,16.273,16.31,59.5828
262,10060000,L,1,DESIGNATED,16.868,16.957,143.0925
263,03511000,R,1,DESIGNATED,1.006,3.108,3370.1342
264,10524000,R,1,DESIGNATED,0.561,0.691,208.977
265,10690000,R,1,DESIGNATED,7.739,7.901,261.024
266,11000098,L,1,DESIGNATED,0.357,0.458,73.0626
267,11000102,R,1,DESIGNATED,0.495,0.592,156.6904
268,11000111,L,1,DESIGNATED,1.363,1.474,179.2267
269,11000123,L,1,DESIGNATED,0.362,0.865,809.2197
270,11040000,L,1,DESIGNATED,7.376,7.652,445.0119
271,11040000,R,1,DESIGNATED,9.026,9.128,164.4239
272,03000524,R,1,DESIGNATED,1.764,2.024,253.3804
273,03001000,R,1,DESIGNATED,3.885,6.381,4035.085
274,08040000,L,1,DESIGNATED,9.872,11.315,2320.2802
275,10000086,R,1,DESIGNATED,0.335,0.673,548.3113
276,10000087,L,1,DESIGNATED,1.818,2.675,1379.122
277,10000158,L,1,DESIGNATED,0,1.008,1622.5453
278,48004000,C,1,DESIGNATED,4.022,4.108,138.8305
279,48013002,L,1,DESIGNATED,1.324,1.616,472.2547
280,48020000,R,1,DESIGNATED,14.91,15.155,395.8752
281,48080000,R,1,DESIGNATED,0,0.131,211.4423
282,48080060,R,1,DESIGNATED,1.415,1.515,162.0151
283,15000218,C,1,DESIGNATED,0.627,0.756,207.5716
284,15000218,C,1,DESIGNATED,1.63,1.714,135.1611
285,46522500,R,1,DESIGNATED,0.326,0.553,360.0582
286,46522500,R,1,DESIGNATED,0.79,0.839,79.2672
287,48003000,R,1,DESIGNATED,6.813,7.27,739.0037
288,48004000,C,1,DESIGNATED,3.762,3.912,242.471
289,10060000,R,1,DESIGNATED,9.085,9.184,159.1204
290,10060000,R,1,DESIGNATED,16.413,16.658,393.8921
291,13080000,R,1,DESIGNATED,6.575,8.717,3460.2914
292,13160000,L,1,DESIGNATED,1.001,4.508,5647.9271
293,14570101,R,1,DESIGNATED,0.191,0.386,321.9482
294,14572000,L,1,DESIGNATED,0,1.774,2850.2546
295,10000186,L,1,DESIGNATED,1.089,2.288,1925.3833
296,10000601,L,1,DESIGNATED,0,0.1,160.3346
297,10000603,L,1,DESIGNATED,3.582,4.229,1039.769
298,10000611,C,1,DESIGNATED,0.508,0.567,95.0537
299,10000611,R,1,DESIGNATED,2.173,2.237,102.6157
300,10000645,L,1,DESIGNATED,6.042,6.164,195.5907
301,72030000,R,1,DESIGNATED,3.204,3.274,112.6848
302,72080000,L,1,DESIGNATED,3.964,4.971,1622.7486
303,10040000,L,1,DESIGNATED,1.052,1.149,156.1251
304,10040000,L,1,DESIGNATED,2.347,2.765,672.4533
305,10090000,R,1,DESIGNATED,3.991,7.738,6009.124
306,10110000,L,1,DESIGNATED,7.082,8.941,2994.2397
307,10160000,R,1,DESIGNATED,0.407,2.046,2637.088
308,10524000,L,1,DESIGNATED,1.351,1.414,101.3918
309,10524000,R,1,DESIGNATED,0.044,0.389,554.7311
310,48230000,R,1,DESIGNATED,10.399,11.09,1116.3915
311,48523000,R,1,DESIGNATED,0.995,1.653,1059.8803
312,53040000,L,1,DESIGNATED,7.947,8.528,936.3153
313,54060000,R,1,DESIGNATED,9.545,9.77,361.8764
314,01060000,L,1,DESIGNATED,9.316,10.385,1722.3357
315,02030000,R,1,DESIGNATED,24.587,24.687,161.0258
316,03000008,R,1,DESIGNATED,1.6,2.1,778.6004
317,03000038,L,1,DESIGNATED,0.135,0.883,1207.7302
318,12000205,L,1,DESIGNATED,0,0.072,116.159
319,12000216,R,1,DESIGNATED,0.126,1.044,1476.5502
320,12000574,L,1,DESIGNATED,0.491,1.227,1186.7245
321,12000580,R,1,DESIGNATED,0,1.071,1718.3547
322,70120001,R,1,DESIGNATED,0,0.221,355.7618
324,72000078,R,1,DESIGNATED,0,2.196,3552.7844
325,72000121,L,1,DESIGNATED,0.399,1.26,1385.5697
326,10060000,L,1,DESIGNATED,11.65,11.807,252.432
327,10060000,L,1,DESIGNATED,12.525,12.599,119.0173
328,03060000,L,1,DESIGNATED,1.903,2.17,429.4089
329,03080000,L,1,DESIGNATED,37.811,39.13,2122.2276
330,10690000,R,1,DESIGNATED,2.081,4,3090.8533
331,10690000,R,1,DESIGNATED,5.529,6.359,1336.9315
332,11000099,L,1,DESIGNATED,0.712,1.638,1493.3457
333,11000102,L,1,DESIGNATED,0.273,0.514,389.0099
334,11040000,R,1,DESIGNATED,7.611,7.807,315.8393
335,11040000,R,1,DESIGNATED,8.624,8.701,124.2006
336,04020000,L,1,DESIGNATED,7.361,8.882,2446.7582
337,08010000,L,1,DESIGNATED,4.152,8.871,7606.1745
338,10000020,L,1,DESIGNATED,2.743,2.796,85.0188
339,10000107,L,1,DESIGNATED,1.366,1.421,88.521
340,10000107,R,1,DESIGNATED,1.01,1.366,572.7965
341,48009000,C,1,DESIGNATED,1.1,1.501,649.645
342,48010000,R,1,DESIGNATED,0,16.322,26393.256
343,48060000,L,1,DESIGNATED,0,2.885,4663.0424
344,48070000,L,1,DESIGNATED,6.937,8.672,2808.399
345,15000318,C,1,DESIGNATED,0.056,0.213,252.6028
346,46522500,L,1,DESIGNATED,1.457,1.667,362.8806
347,48000017,L,1,DESIGNATED,1.197,1.357,257.1726
348,48000033,C,1,DESIGNATED,0.309,0.386,120.7991
349,10060000,L,1,DESIGNATED,18.233,18.704,757.2962
350,10060000,L,1,DESIGNATED,27.504,27.54,57.8845
351,13050000,L,1,DESIGNATED,3.16,5.932,4458.3234
352,13080000,L,1,DESIGNATED,4.951,6.307,2190.6025
353,14120000,R,1,DESIGNATED,3.029,9.271,10042.5178
354,14570002,L,1,DESIGNATED,0,1.66,2655.8665
